                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    139,                0.75228,                0.43491,                 1.0129,                0.97939,                 0.9819,                0.98731,                0.71745,                 1.1216,                 0.4296,                 1.4248,             0.00018245,             0.00018245,             0.00018245
                    140,                 0.7472,                0.42244,                 1.0073,                0.97949,                0.97767,                 0.9866,                0.71547,                 1.1419,                0.43434,                 1.4265,             0.00018135,             0.00018135,             0.00018135
                    141,                0.73854,                0.42513,                  1.001,                0.98127,                  0.974,                0.98758,                0.71437,                 1.1432,                0.43106,                 1.4473,             0.00018025,             0.00018025,             0.00018025
                    142,                0.74056,                0.42475,                 1.0062,                 0.9732,                0.97832,                0.98553,                0.70657,                 1.1352,                0.43269,                 1.4418,             0.00017915,             0.00017915,             0.00017915
                    143,                0.73754,                0.43093,                 1.0034,                 0.9756,                0.98197,                0.98635,                0.71443,                 1.1283,                0.43074,                 1.4543,             0.00017806,             0.00017806,             0.00017806
                    144,                0.75335,                 0.4403,                 1.0104,                0.97583,                0.98246,                0.98745,                0.70939,                 1.1446,                0.43554,                 1.4525,             0.00017696,             0.00017696,             0.00017696
                    145,                0.73691,                0.43083,                 1.0054,                0.97583,                0.98472,                0.98758,                0.70883,                  1.141,                0.43395,                 1.4438,             0.00017586,             0.00017586,             0.00017586
                    146,                0.73389,                0.42171,                0.99995,                0.97685,                0.98285,                0.98802,                0.71408,                 1.1396,                 0.4363,                 1.4448,             0.00017476,             0.00017476,             0.00017476
                    147,                0.72878,                 0.4198,                0.99765,                 0.9813,                 0.9837,                0.98828,                0.71546,                 1.1407,                0.43635,                 1.4298,             0.00017366,             0.00017366,             0.00017366
                    148,                0.71939,                0.42587,                0.99741,                0.97808,                0.98552,                0.98504,                0.71209,                 1.1309,                0.43014,                 1.4395,             0.00017256,             0.00017256,             0.00017256
                    149,                0.72946,                0.43184,                0.99906,                0.97359,                0.98572,                0.98762,                0.71658,                 1.1283,                0.42325,                 1.4485,             0.00017146,             0.00017146,             0.00017146
                    150,                0.71528,                0.42155,                0.99029,                0.97337,                0.98361,                 0.9858,                0.71583,                 1.1422,                0.42892,                 1.4212,             0.00017036,             0.00017036,             0.00017036
                    151,                0.72867,                0.42756,                0.99697,                0.97535,                0.98614,                0.98681,                0.71054,                 1.1428,                0.42816,                 1.4522,             0.00016926,             0.00016926,             0.00016926
                    152,                0.71113,                0.41512,                0.99388,                0.97714,                0.98202,                0.98541,                0.71693,                 1.1293,                 0.4353,                 1.4235,             0.00016817,             0.00016817,             0.00016817
                    153,                0.71346,                0.41642,                0.98794,                0.98516,                0.98342,                0.98803,                0.71391,                 1.1313,                 0.4343,                 1.4465,             0.00016707,             0.00016707,             0.00016707
                    154,                0.71367,                0.41154,                0.99035,                0.97748,                0.98706,                 0.9866,                0.70923,                 1.1351,                0.42993,                 1.4467,             0.00016597,             0.00016597,             0.00016597
                    155,                0.70675,                0.41157,                0.98755,                0.97675,                0.97773,                0.98473,                0.70453,                 1.1434,                0.43399,                 1.4645,             0.00016487,             0.00016487,             0.00016487
                    156,                0.70345,                 0.4162,                0.98533,                0.97931,                 0.9773,                0.98539,                0.71266,                 1.1417,                0.43125,                 1.4508,             0.00016377,             0.00016377,             0.00016377
                    157,                0.70386,                0.41439,                0.98786,                0.97708,                0.97475,                0.98613,                0.70994,                 1.1496,                0.43314,                   1.44,             0.00016267,             0.00016267,             0.00016267
                    158,                0.70401,                 0.4152,                0.98513,                 0.9757,                0.97998,                0.98503,                0.70603,                 1.1311,                0.43049,                 1.4297,             0.00016157,             0.00016157,             0.00016157
                    159,                0.70634,                0.41672,                0.98566,                0.97689,                0.97462,                0.98514,                0.71457,                 1.1364,                0.43337,                 1.4327,             0.00016047,             0.00016047,             0.00016047
                    160,                0.69478,                0.40523,                0.98457,                0.97599,                0.98386,                0.98612,                0.71623,                 1.1326,                0.42666,                 1.4356,             0.00015937,             0.00015937,             0.00015937
                    161,                0.69525,                0.40912,                0.98232,                0.97625,                 0.9799,                0.98492,                0.70591,                 1.1409,                0.43801,                 1.4447,             0.00015827,             0.00015827,             0.00015827
                    162,                0.70353,                0.41362,                0.98639,                0.97379,                0.97983,                0.98539,                0.71293,                  1.134,                0.43207,                 1.4232,             0.00015718,             0.00015718,             0.00015718
                    163,                 0.6938,                 0.4086,                0.98335,                0.97205,                0.98447,                0.98188,                0.70683,                 1.1385,                0.43816,                 1.4366,             0.00015608,             0.00015608,             0.00015608
                    164,                0.71117,                0.41558,                0.98889,                0.97536,                0.97956,                0.98481,                0.70954,                 1.1402,                0.43373,                 1.4661,             0.00015498,             0.00015498,             0.00015498
                    165,                0.69861,                0.41978,                0.98279,                 0.9732,                 0.9799,                0.98557,                0.71088,                 1.1381,                0.43702,                 1.4361,             0.00015388,             0.00015388,             0.00015388
                    166,                0.69125,                0.41165,                0.97998,                0.97853,                0.97407,                0.98534,                0.70992,                  1.135,                0.43716,                 1.4394,             0.00015278,             0.00015278,             0.00015278
                    167,                0.68333,                0.40111,                0.96933,                0.97672,                0.97732,                0.98656,                0.71498,                 1.1416,                0.43429,                 1.4452,             0.00015168,             0.00015168,             0.00015168
                    168,                0.69788,                0.41394,                0.98485,                0.97663,                0.97717,                0.98724,                0.71308,                 1.1434,                0.43669,                 1.4525,             0.00015058,             0.00015058,             0.00015058
                    169,                0.69561,                0.40932,                0.97708,                0.97634,                0.97648,                0.98424,                0.72136,                 1.1403,                 0.4363,                 1.4463,             0.00014948,             0.00014948,             0.00014948
                    170,                0.68118,                0.40513,                0.97638,                0.97536,                0.97823,                  0.985,                0.71361,                 1.1357,                0.43199,                 1.4383,             0.00014838,             0.00014838,             0.00014838
                    171,                0.68434,                0.40513,                 0.9756,                 0.9681,                0.98438,                0.98667,                0.71166,                 1.1428,                0.42995,                 1.4609,             0.00014729,             0.00014729,             0.00014729
                    172,                0.68517,                0.40739,                0.97543,                0.97454,                0.97393,                0.98238,                0.70278,                 1.1417,                0.42966,                 1.4524,             0.00014619,             0.00014619,             0.00014619
                    173,                0.67794,                0.40598,                0.97227,                0.97472,                0.97574,                0.98621,                0.70837,                 1.1397,                0.43086,                 1.4339,             0.00014509,             0.00014509,             0.00014509
                    174,                0.66881,                 0.4063,                0.96603,                0.97947,                0.97541,                0.98449,                0.70989,                 1.1384,                0.43883,                 1.4392,             0.00014399,             0.00014399,             0.00014399
                    175,                0.67319,                0.40428,                0.96445,                0.97956,                0.97589,                0.98589,                0.71341,                 1.1289,                0.43081,                 1.4511,             0.00014289,             0.00014289,             0.00014289
                    176,                 0.6647,                0.39602,                0.96662,                0.98209,                0.97814,                 0.9855,                0.71183,                 1.1381,                0.42703,                 1.4576,             0.00014179,             0.00014179,             0.00014179
                    177,                0.65991,                0.39341,                 0.9656,                0.97906,                 0.9816,                0.98746,                0.71767,                 1.1442,                0.42716,                 1.4634,             0.00014069,             0.00014069,             0.00014069
                    178,                0.67128,                0.40449,                0.97407,                0.97762,                0.97662,                 0.9849,                0.71364,                 1.1413,                0.42992,                 1.4576,             0.00013959,             0.00013959,             0.00013959
                    179,                0.67516,                0.40323,                0.97085,                0.97554,                 0.9782,                0.98727,                0.71672,                  1.147,                0.42927,                 1.4758,             0.00013849,             0.00013849,             0.00013849
                    180,                0.66416,                0.40527,                0.96989,                0.97573,                0.97926,                 0.9869,                 0.7135,                 1.1422,                0.42737,                  1.459,              0.0001374,              0.0001374,              0.0001374
                    181,                0.66232,                0.39626,                0.96818,                0.97721,                0.98004,                0.98774,                0.71426,                 1.1433,                0.42154,                 1.4697,              0.0001363,              0.0001363,              0.0001363
                    182,                0.65495,                0.38964,                0.96475,                0.97123,                0.98492,                0.98703,                0.70796,                 1.1474,                0.42525,                 1.4728,              0.0001352,              0.0001352,              0.0001352
                    183,                0.65872,                0.38984,                0.96849,                0.97501,                0.97833,                0.98715,                 0.7119,                 1.1329,                0.42959,                 1.4739,              0.0001341,              0.0001341,              0.0001341
                    184,                0.65589,                0.39292,                0.97019,                0.98058,                0.97824,                0.98588,                0.71203,                 1.1397,                0.43369,                 1.4828,               0.000133,               0.000133,               0.000133
                    185,                0.64513,                0.38667,                0.95932,                0.97769,                0.97901,                0.98718,                0.70652,                 1.1502,                0.43698,                 1.4616,              0.0001319,              0.0001319,              0.0001319
                    186,                0.65383,                0.39102,                0.96329,                0.97569,                0.97801,                0.98549,                0.71232,                 1.1333,                0.42712,                 1.4414,              0.0001308,              0.0001308,              0.0001308
                    187,                0.65433,                 0.3931,                0.96576,                 0.9799,                0.98244,                0.98718,                0.71624,                   1.13,                0.42156,                 1.4586,              0.0001297,              0.0001297,              0.0001297
                    188,                0.66085,                0.39473,                0.96857,                0.97647,                0.97576,                0.98508,                0.71799,                 1.1402,                0.42952,                 1.4766,              0.0001286,              0.0001286,              0.0001286
                    189,                0.64952,                0.39163,                0.96557,                0.98075,                0.98108,                0.98693,                0.70913,                   1.14,                0.42401,                  1.464,             0.00012751,             0.00012751,             0.00012751
                    190,                0.64779,                0.38805,                0.95928,                0.97725,                0.98646,                0.98724,                0.71127,                 1.1335,                0.43142,                 1.4489,             0.00012641,             0.00012641,             0.00012641
                    191,                0.64943,                0.38772,                0.95838,                 0.9794,                0.98206,                0.98705,                0.71268,                  1.137,                0.42826,                 1.4555,             0.00012531,             0.00012531,             0.00012531
                    192,                0.64193,                0.38556,                0.95698,                0.97784,                0.98433,                0.98759,                0.71277,                 1.1393,                0.42764,                  1.468,             0.00012421,             0.00012421,             0.00012421
                    193,                0.63072,                0.37836,                0.95929,                0.97841,                0.98425,                0.98826,                0.71039,                 1.1389,                0.42997,                 1.4636,             0.00012311,             0.00012311,             0.00012311
                    194,                0.64335,                0.39079,                0.96075,                 0.9806,                0.98096,                 0.9876,                0.71674,                   1.14,                0.42888,                 1.4586,             0.00012201,             0.00012201,             0.00012201
                    195,                 0.6457,                0.38804,                 0.9598,                0.98013,                0.98064,                0.98732,                0.71567,                  1.133,                0.42792,                 1.4813,             0.00012091,             0.00012091,             0.00012091
                    196,                0.63686,                0.38307,                0.95998,                0.97797,                0.98308,                0.98785,                0.71281,                 1.1467,                0.43426,                 1.4807,             0.00011981,             0.00011981,             0.00011981
                    197,                0.63281,                0.38007,                0.95314,                0.98035,                0.98438,                0.98652,                 0.7136,                 1.1411,                0.43129,                 1.4361,             0.00011871,             0.00011871,             0.00011871
                    198,                0.62984,                0.37825,                0.95433,                0.97706,                0.98385,                0.98593,                0.71578,                 1.1393,                0.42653,                  1.446,             0.00011762,             0.00011762,             0.00011762
                    199,                0.63098,                 0.3847,                0.95241,                0.97877,                0.98135,                 0.9875,                 0.7165,                 1.1391,                0.42556,                 1.4686,             0.00011652,             0.00011652,             0.00011652
                    200,                0.63272,                0.38055,                0.95445,                0.97899,                0.98206,                0.98709,                0.71399,                 1.1381,                0.42483,                 1.4564,             0.00011542,             0.00011542,             0.00011542
                    201,                0.62174,                0.37362,                0.94601,                0.98053,                 0.9837,                0.98642,                 0.7077,                 1.1412,                0.43111,                 1.4619,             0.00011432,             0.00011432,             0.00011432
                    202,                0.62941,                0.38902,                0.95171,                  0.982,                0.98489,                0.98683,                0.71434,                 1.1283,                0.43108,                 1.4604,             0.00011322,             0.00011322,             0.00011322
                    203,                0.62824,                0.38122,                0.95215,                0.97506,                0.98357,                0.98567,                0.71691,                 1.1332,                0.42635,                  1.468,             0.00011212,             0.00011212,             0.00011212
                    204,                 0.6201,                0.37246,                 0.9497,                0.97698,                0.98439,                0.98696,                0.71878,                 1.1369,                0.43263,                 1.4812,             0.00011102,             0.00011102,             0.00011102
                    205,                0.63235,                0.38468,                0.95679,                0.97533,                0.98346,                0.98621,                0.72117,                 1.1301,                0.42554,                 1.4706,             0.00010992,             0.00010992,             0.00010992
                    206,                0.62713,                0.38134,                0.94981,                0.97287,                0.98096,                0.98433,                0.71653,                 1.1357,                0.42742,                 1.4679,             0.00010882,             0.00010882,             0.00010882
                    207,                0.61986,                0.37478,                0.94922,                0.97469,                0.98024,                0.98533,                0.71355,                 1.1388,                 0.4257,                 1.4798,             0.00010773,             0.00010773,             0.00010773
                    208,                0.62098,                0.38016,                0.95122,                0.97413,                 0.9781,                0.98543,                0.71756,                 1.1374,                0.42578,                 1.4863,             0.00010663,             0.00010663,             0.00010663
                    209,                0.60351,                0.36305,                0.94436,                0.97742,                0.97672,                0.98586,                0.71793,                 1.1388,                0.42815,                 1.4841,             0.00010553,             0.00010553,             0.00010553
                    210,                0.62196,                0.38229,                0.94946,                0.97808,                0.97367,                0.98511,                0.71441,                  1.138,                0.42817,                 1.4785,             0.00010443,             0.00010443,             0.00010443
                    211,                0.60927,                0.37169,                0.94725,                0.97918,                0.97826,                0.98361,                0.71364,                 1.1336,                0.42562,                 1.4705,             0.00010333,             0.00010333,             0.00010333
                    212,                0.60272,                0.36494,                0.94358,                0.97652,                0.97846,                0.98766,                0.72032,                 1.1371,                0.43001,                 1.4759,             0.00010223,             0.00010223,             0.00010223
                    213,                0.61085,                0.37356,                 0.9445,                0.97927,                0.97698,                0.98702,                0.71361,                 1.1367,                0.42626,                  1.465,             0.00010113,             0.00010113,             0.00010113
                    214,                0.61055,                0.37129,                0.94473,                0.97518,                0.98198,                0.98762,                0.71688,                 1.1289,                 0.4276,                 1.4481,             0.00010003,             0.00010003,             0.00010003
                    215,                0.61498,                0.37742,                0.94746,                0.97939,                0.97484,                0.98688,                0.71508,                 1.1347,                0.42863,                 1.4757,             9.8934e-05,             9.8934e-05,             9.8934e-05
                    216,                0.61368,                0.36971,                0.94472,                0.97967,                  0.979,                0.98705,                0.71801,                  1.135,                0.42618,                 1.4806,             9.7835e-05,             9.7835e-05,             9.7835e-05
                    217,                0.60578,                0.36647,                0.93984,                0.97897,                0.97778,                0.98659,                0.71303,                 1.1333,                0.42889,                  1.468,             9.6736e-05,             9.6736e-05,             9.6736e-05
                    218,                0.60302,                 0.3691,                0.93781,                0.97641,                0.98145,                0.98703,                0.71811,                  1.134,                0.42711,                 1.4681,             9.5638e-05,             9.5638e-05,             9.5638e-05
                    219,                0.60638,                 0.3693,                0.94234,                0.97945,                0.98214,                0.98792,                0.71446,                 1.1414,                0.42847,                 1.4761,             9.4539e-05,             9.4539e-05,             9.4539e-05
                    220,                0.59479,                0.36291,                 0.9358,                0.97526,                0.98117,                0.98728,                0.71878,                 1.1393,                0.42485,                 1.4758,              9.344e-05,              9.344e-05,              9.344e-05
                    221,                 0.5949,                0.36544,                  0.937,                0.97548,                0.97897,                0.98721,                 0.7193,                 1.1445,                0.42703,                 1.4775,             9.2341e-05,             9.2341e-05,             9.2341e-05
                    222,                0.60018,                0.36745,                 0.9376,                0.97664,                0.97775,                0.98578,                0.71504,                 1.1431,                0.42883,                 1.4682,             9.1242e-05,             9.1242e-05,             9.1242e-05
                    223,                0.59217,                0.36142,                0.93338,                0.97871,                0.97451,                0.98611,                 0.7167,                  1.139,                0.42626,                 1.4706,             9.0143e-05,             9.0143e-05,             9.0143e-05
                    224,                0.59845,                0.36446,                0.93797,                0.97479,                0.97731,                0.98492,                0.71465,                 1.1388,                0.43137,                 1.4745,             8.9044e-05,             8.9044e-05,             8.9044e-05
                    225,                0.58979,                0.35966,                0.93704,                 0.9767,                0.98056,                0.98543,                0.71535,                 1.1398,                0.43005,                 1.4808,             8.7945e-05,             8.7945e-05,             8.7945e-05
                    226,                0.58928,                0.36392,                0.93645,                 0.9766,                0.98104,                0.98575,                0.71665,                 1.1455,                0.42897,                 1.4928,             8.6846e-05,             8.6846e-05,             8.6846e-05
                    227,                0.58634,                0.36053,                0.93811,                0.97866,                0.98324,                0.98839,                0.71132,                 1.1421,                0.42757,                 1.4874,             8.5748e-05,             8.5748e-05,             8.5748e-05
                    228,                 0.5897,                0.36217,                0.93425,                0.97731,                0.97827,                0.98638,                0.71297,                 1.1368,                0.42476,                 1.4867,             8.4649e-05,             8.4649e-05,             8.4649e-05
                    229,                0.59602,                0.36483,                0.93812,                0.97527,                0.97895,                 0.9863,                0.71618,                 1.1357,                0.42981,                 1.4786,              8.355e-05,              8.355e-05,              8.355e-05
                    230,                 0.5787,                0.35841,                0.93205,                0.97647,                0.97416,                0.98496,                0.71842,                 1.1328,                 0.4289,                  1.462,             8.2451e-05,             8.2451e-05,             8.2451e-05
                    231,                0.58922,                0.35812,                0.93115,                0.97305,                0.97794,                0.98459,                0.71955,                 1.1336,                0.42852,                 1.4733,             8.1352e-05,             8.1352e-05,             8.1352e-05
                    232,                0.58577,                 0.3641,                0.93611,                0.97559,                0.97553,                0.98478,                0.71809,                 1.1404,                0.43441,                  1.494,             8.0253e-05,             8.0253e-05,             8.0253e-05
                    233,                0.58525,                0.36048,                0.93402,                0.97592,                0.97583,                0.98607,                0.71914,                 1.1355,                0.42735,                  1.491,             7.9154e-05,             7.9154e-05,             7.9154e-05
                    234,                 0.5853,                0.36174,                 0.9318,                0.97593,                0.97553,                0.98641,                0.71885,                 1.1338,                0.42625,                 1.4766,             7.8055e-05,             7.8055e-05,             7.8055e-05
                    235,                0.57397,                0.35383,                0.92925,                 0.9766,                0.97651,                0.98775,                0.71957,                  1.134,                0.42661,                 1.4977,             7.6956e-05,             7.6956e-05,             7.6956e-05
                    236,                0.57795,                0.35115,                0.93467,                0.97222,                0.98012,                0.98684,                0.71901,                 1.1357,                0.42666,                 1.5087,             7.5857e-05,             7.5857e-05,             7.5857e-05
                    237,                0.57736,                0.35193,                0.93297,                0.97693,                0.97488,                0.98435,                0.71855,                 1.1408,                 0.4327,                  1.491,             7.4758e-05,             7.4758e-05,             7.4758e-05
                    238,                0.57175,                0.34799,                0.92738,                0.97749,                0.97607,                0.98749,                0.72189,                 1.1461,                0.42826,                 1.4922,              7.366e-05,              7.366e-05,              7.366e-05
                    239,                0.57207,                0.34955,                0.92779,                0.97737,                0.97854,                0.98777,                0.72633,                 1.1376,                0.42853,                 1.4903,             7.2561e-05,             7.2561e-05,             7.2561e-05
                    240,                0.57448,                0.34709,                0.92883,                0.97683,                0.97397,                0.98621,                0.71965,                 1.1388,                0.42607,                 1.5079,             7.1462e-05,             7.1462e-05,             7.1462e-05
                    241,                0.57414,                0.35549,                 0.9312,                0.97804,                0.97527,                0.98584,                0.71907,                 1.1394,                0.42654,                 1.5192,             7.0363e-05,             7.0363e-05,             7.0363e-05
                    242,                0.56906,                0.35347,                0.92802,                0.97786,                0.97623,                0.98646,                0.71931,                 1.1383,                0.43019,                 1.5149,             6.9264e-05,             6.9264e-05,             6.9264e-05
                    243,                0.57238,                0.35431,                0.92841,                0.98108,                0.97168,                0.98699,                0.72087,                 1.1321,                0.42596,                  1.516,             6.8165e-05,             6.8165e-05,             6.8165e-05
                    244,                0.56613,                0.35673,                0.92761,                0.97702,                0.97264,                0.98696,                0.71982,                 1.1353,                0.42589,                 1.5058,             6.7066e-05,             6.7066e-05,             6.7066e-05
                    245,                0.56823,                0.35334,                0.93133,                0.97771,                 0.9734,                0.98598,                0.71786,                 1.1404,                0.42666,                 1.5147,             6.5967e-05,             6.5967e-05,             6.5967e-05
                    246,                0.57047,                0.35032,                0.93251,                0.97789,                0.97201,                 0.9864,                0.71674,                 1.1382,                0.43025,                 1.5159,             6.4868e-05,             6.4868e-05,             6.4868e-05
                    247,                0.56925,                0.35484,                0.92884,                0.97691,                0.97514,                0.98717,                0.72349,                 1.1392,                0.42522,                 1.5177,              6.377e-05,              6.377e-05,              6.377e-05
                    248,                0.56819,                  0.354,                0.92935,                0.97202,                0.98105,                0.98884,                0.72061,                 1.1392,                0.42694,                 1.5162,             6.2671e-05,             6.2671e-05,             6.2671e-05
                    249,                0.56411,                0.35042,                0.92561,                0.97998,                0.97392,                0.98807,                0.71956,                 1.1404,                 0.4264,                 1.5006,             6.1572e-05,             6.1572e-05,             6.1572e-05
                    250,                0.57357,                0.35615,                0.92437,                0.97412,                0.97761,                0.98829,                0.71574,                  1.139,                0.42628,                 1.5023,             6.0473e-05,             6.0473e-05,             6.0473e-05
                    251,                 0.5614,                0.34638,                0.92709,                0.97218,                 0.9793,                0.98847,                0.71745,                 1.1372,                0.42696,                  1.503,             5.9374e-05,             5.9374e-05,             5.9374e-05
                    252,                0.56494,                0.35004,                 0.9244,                0.97747,                0.97425,                 0.9882,                0.71773,                 1.1375,                 0.4235,                 1.4991,             5.8275e-05,             5.8275e-05,             5.8275e-05
                    253,                0.55995,                0.34245,                 0.9252,                0.97688,                0.97424,                  0.987,                0.71654,                 1.1345,                0.42755,                 1.4948,             5.7176e-05,             5.7176e-05,             5.7176e-05
                    254,                0.55811,                0.34426,                0.92638,                 0.9779,                0.97526,                  0.986,                0.71915,                 1.1375,                0.43061,                 1.4934,             5.6077e-05,             5.6077e-05,             5.6077e-05
                    255,                0.56067,                 0.3431,                0.92464,                 0.9785,                0.97684,                0.98589,                 0.7165,                 1.1376,                0.42694,                 1.5036,             5.4978e-05,             5.4978e-05,             5.4978e-05
                    256,                0.55367,                 0.3452,                0.92057,                0.97997,                0.97638,                 0.9855,                0.71916,                  1.132,                0.42581,                 1.5085,             5.3879e-05,             5.3879e-05,             5.3879e-05
                    257,                 0.5642,                0.35172,                0.92616,                0.97995,                0.97748,                 0.9855,                0.71538,                 1.1377,                0.42854,                 1.5099,             5.2781e-05,             5.2781e-05,             5.2781e-05
                    258,                0.55296,                0.34153,                0.92031,                0.97917,                0.97887,                0.98588,                0.71481,                 1.1407,                0.42343,                 1.5147,             5.1682e-05,             5.1682e-05,             5.1682e-05
                    259,                0.56048,                0.34705,                0.92406,                0.97983,                0.98076,                0.98891,                0.71931,                 1.1399,                0.42488,                 1.5162,             5.0583e-05,             5.0583e-05,             5.0583e-05
                    260,                0.55615,                0.34266,                 0.9241,                0.97904,                0.98122,                0.98902,                0.72136,                 1.1382,                0.42563,                 1.5093,             4.9484e-05,             4.9484e-05,             4.9484e-05
                    261,                 0.5611,                0.34717,                0.92199,                0.97869,                0.98308,                0.98854,                 0.7208,                 1.1352,                0.42687,                 1.4969,             4.8385e-05,             4.8385e-05,             4.8385e-05
                    262,                0.54364,                0.33463,                0.91789,                0.97897,                0.97957,                0.98804,                0.71801,                 1.1366,                0.42735,                 1.4672,             4.7286e-05,             4.7286e-05,             4.7286e-05
                    263,                0.54376,                 0.3368,                0.91552,                0.97862,                0.97453,                0.98664,                0.72056,                 1.1328,                0.43233,                 1.4634,             4.6187e-05,             4.6187e-05,             4.6187e-05
                    264,                0.54744,                0.33823,                0.91747,                0.97575,                0.97347,                0.98454,                0.71566,                  1.138,                 0.4343,                 1.4724,             4.5088e-05,             4.5088e-05,             4.5088e-05
                    265,                0.54559,                0.34303,                0.91957,                0.97674,                0.97519,                0.98611,                0.71716,                 1.1376,                0.42901,                 1.4831,             4.3989e-05,             4.3989e-05,             4.3989e-05
                    266,                0.54103,                0.33891,                0.91716,                0.98037,                0.97795,                0.98932,                 0.7189,                 1.1371,                0.42659,                 1.4882,              4.289e-05,              4.289e-05,              4.289e-05
                    267,                0.54066,                0.33381,                0.91315,                0.97768,                0.97646,                 0.9883,                0.72124,                 1.1351,                0.42596,                  1.493,             4.1792e-05,             4.1792e-05,             4.1792e-05
                    268,                0.55312,                0.34751,                0.92107,                0.97744,                0.97693,                0.98555,                 0.7152,                 1.1357,                0.42356,                 1.4998,             4.0693e-05,             4.0693e-05,             4.0693e-05
                    269,                0.54429,                0.34038,                0.91706,                0.97932,                0.98269,                 0.9897,                 0.7207,                 1.1343,                0.42287,                 1.4991,             3.9594e-05,             3.9594e-05,             3.9594e-05
                    270,                0.53657,                0.33259,                0.91463,                0.98085,                0.97619,                0.98784,                0.72326,                 1.1335,                0.42806,                 1.4988,             3.8495e-05,             3.8495e-05,             3.8495e-05
                    271,                0.54032,                0.33336,                0.91519,                0.97879,                0.97608,                0.98775,                 0.7214,                 1.1339,                 0.4252,                 1.4978,             3.7396e-05,             3.7396e-05,             3.7396e-05
                    272,                0.53513,                0.33089,                0.91446,                0.97971,                0.97495,                0.98678,                0.72024,                 1.1345,                0.42734,                 1.5013,             3.6297e-05,             3.6297e-05,             3.6297e-05
                    273,                0.54859,                0.34239,                0.92027,                0.97834,                0.97566,                0.98654,                 0.7201,                 1.1353,                 0.4263,                 1.5142,             3.5198e-05,             3.5198e-05,             3.5198e-05
                    274,                0.53538,                0.32968,                0.91916,                0.97941,                0.97723,                0.98853,                0.72183,                 1.1343,                0.42766,                 1.5191,             3.4099e-05,             3.4099e-05,             3.4099e-05
                    275,                0.53789,                 0.3367,                0.92033,                0.97598,                0.97709,                0.98683,                0.71991,                 1.1327,                0.42654,                 1.5159,                3.3e-05,                3.3e-05,                3.3e-05
                    276,                0.53682,                 0.3355,                0.91827,                0.97593,                0.97652,                0.98605,                0.72088,                 1.1353,                0.42717,                 1.5116,             3.1901e-05,             3.1901e-05,             3.1901e-05
                    277,                0.53021,                0.32794,                0.91115,                0.97812,                0.97524,                0.98658,                0.72219,                 1.1352,                 0.4289,                 1.5128,             3.0803e-05,             3.0803e-05,             3.0803e-05
                    278,                0.53415,                0.33647,                0.91829,                0.98036,                0.97488,                0.98638,                0.72223,                 1.1358,                0.42955,                 1.5188,             2.9704e-05,             2.9704e-05,             2.9704e-05
                    279,                0.54158,                0.34295,                 0.9155,                0.97996,                0.97623,                0.98654,                0.72405,                 1.1352,                0.42782,                 1.5174,             2.8605e-05,             2.8605e-05,             2.8605e-05
                    280,                0.53152,                0.33108,                0.91365,                0.97851,                0.97651,                0.98688,                0.72253,                 1.1326,                0.42733,                 1.5106,             2.7506e-05,             2.7506e-05,             2.7506e-05
                    281,                0.52796,                 0.3302,                0.91141,                 0.9793,                0.97755,                0.98817,                0.72433,                 1.1321,                0.42764,                 1.5085,             2.6407e-05,             2.6407e-05,             2.6407e-05
                    282,                0.53804,                0.33466,                0.91518,                0.97821,                0.97761,                 0.9878,                0.72404,                 1.1328,                0.42667,                 1.5099,             2.5308e-05,             2.5308e-05,             2.5308e-05
                    283,                0.52847,                0.33212,                0.91361,                0.97679,                0.97681,                0.98684,                0.72297,                 1.1344,                0.42932,                 1.5123,             2.4209e-05,             2.4209e-05,             2.4209e-05
                    284,                0.52689,                0.33364,                0.91064,                 0.9743,                0.98089,                0.98701,                0.72338,                 1.1339,                0.42722,                  1.512,              2.311e-05,              2.311e-05,              2.311e-05
                    285,                0.52493,                 0.3274,                0.91216,                0.97425,                0.98211,                0.98694,                0.72326,                 1.1346,                0.42722,                 1.5107,             2.2011e-05,             2.2011e-05,             2.2011e-05
                    286,                0.52849,                0.33029,                0.91157,                0.97321,                0.98392,                0.98725,                0.72135,                 1.1351,                0.42586,                 1.5064,             2.0912e-05,             2.0912e-05,             2.0912e-05
                    287,                0.53106,                0.33211,                0.91324,                0.97709,                0.97726,                0.98617,                0.72179,                  1.133,                0.42419,                  1.505,             1.9814e-05,             1.9814e-05,             1.9814e-05
                    288,                0.52272,                0.32702,                0.90832,                0.97695,                 0.9775,                0.98654,                0.72059,                 1.1313,                 0.4258,                 1.5022,             1.8715e-05,             1.8715e-05,             1.8715e-05
                    289,                0.52475,                0.32782,                0.90991,                0.97883,                0.97813,                0.98774,                0.72344,                 1.1307,                0.42455,                 1.5048,             1.7616e-05,             1.7616e-05,             1.7616e-05
